year, month, day, tmax, tavg, tmin, humid, wind, sunshine, rainfall, snow, cloud
2023, 1, 1, 5.7, 0.4, -3.5, 70.9, 0.6, 7.2, 0.0, 0.0, 0.0
2023, 1, 2, 2.1, -1.7, -5.3, 66.0, 1.0, 8.0, 0.0, 0.0, 4.0
2023, 1, 3, 3.3, -2.3, -7.4, 71.5, 0.8, 8.0, 0.0, 0.0, 1.9
2023, 1, 4, 5.6, -0.5, -5.7, 75.6, 0.5, 4.4, 0.0, 0.0, 2.6
2023, 1, 5, 7.2, 1.7, -2.6, 79.0, 0.5, 6.7, 0.0, 0.0, 6.6
2023, 1, 6, 7.5, 2.7, -2.6, 85.6, 0.9, 3.2, 2.4, 0.0, 5.5
2023, 1, 7, 7.8, 3.9, -1.4, 68.5, 2.0, 4.9, 0.0, 0.0, 3.1
2023, 1, 8, 8.1, 2.5, -2.6, 77.1, 0.6, 7.5, 0.0, 0.0, 0.1
2023, 1, 9, 10.5, 4.6, -1.4, 77.8, 1.3, 2.5, 0.0, 0.0, 4.6
2023, 1, 10, 6.6, 0.6, -5.1, 73.9, 0.5, 7.4, 0.0, 0.0, 2.6
2023, 1, 11, 10.3, 2.2, -3.4, 76.6, 0.4, 8.1, 0.0, 0.0, 0.1
2023, 1, 12, 16.3, 7.8, -1.8, 66.1, 0.7, 6.8, 0.3, 0.0, 1.9
2023, 1, 13, 15.3, 11.9, 8.5, 97.5, 1.9, 0.0, 27.8, 0.0, 6.0
2023, 1, 14, 8.6, 6.1, 4.6, 96.4, 2.2, 0.0, 0.0, 0.0, 8.6
2023, 1, 15, 5.0, 1.4, -0.2, 75.6, 2.3, 0.0, 0.8, 0.0, 9.6
2023, 1, 16, 1.2, -1.5, -4.0, 61.9, 1.8, 5.4, 0.0, 0.0, 4.6
2023, 1, 17, 3.6, -1.3, -5.5, 65.8, 0.7, 8.0, 0.0, 0.0, 5.6
2023, 1, 18, 5.0, 0.3, -2.4, 77.6, 0.7, 5.8, 0.0, 0.0, 3.9
2023, 1, 19, 7.2, 2.1, -3.8, 72.1, 1.2, 5.9, 0.0, 0.0, 5.3
2023, 1, 20, 5.9, 1.0, -3.9, 55.5, 2.1, 6.0, 0.0, 0.0, 4.3
2023, 1, 21, 3.3, -2.1, -7.1, 68.4, 0.7, 8.4, 0.0, 0.0, 3.3
2023, 1, 22, 5.4, 0.8, -3.3, 69.4, 0.6, 0.0, 0.0, 0.0, 9.0
2023, 1, 23, 8.0, 1.6, -2.6, 70.3, 1.6, 6.2, 0.0, 0.0, 5.6
2023, 1, 24, -1.2, -8.0, -10.5, 70.8, 3.1, 1.2, 2.6, 0.0, 8.3
2023, 1, 25, -3.9, -9.9, -15.3, 62.4, 1.1, 8.9, 0.0, 0.0, 3.1
2023, 1, 26, 1.8, -1.7, -10.6, 78.1, 1.4, 0.0, 0.4, 0.0, 9.4
2023, 1, 27, -0.4, -3.2, -6.1, 67.3, 1.9, 6.1, 0.1, 0.0, 6.3
2023, 1, 28, -0.2, -3.8, -9.4, 77.1, 0.8, 4.6, 1.0, 0.0, 5.1
2023, 1, 29, 6.2, 0.8, -6.9, 73.9, 1.5, 5.8, 0.0, 0.0, 1.8
2023, 1, 30, 5.9, 0.4, -4.5, 60.0, 1.0, 9.2, 0.0, 0.0, 0.0
2023, 1, 31, 10.6, 3.6, -3.3, 66.3, 1.6, 9.1, 0.0, 0.0, 1.3
2023, 2, 1, 7.8, 3.9, -0.7, 70.0, 1.7, 6.3, 0.0, 0.0, 6.1
2023, 2, 2, 3.4, -0.5, -3.7, 60.4, 1.2, 7.5, 0.0, 0.0, 6.3
2023, 2, 3, 3.4, -0.3, -3.2, 60.6, 1.1, 7.1, 0.0, 0.0, 4.5
2023, 2, 4, 7.1, -0.2, -5.6, 72.9, 0.6, 9.3, 0.0, 0.0, 0.9
2023, 2, 5, 8.8, 0.7, -4.9, 69.4, 0.7, 9.4, 0.0, 0.0, 0.0
2023, 2, 6, 11.1, 2.4, -4.8, 65.8, 0.8, 5.8, 0.0, 0.0, 5.1
2023, 2, 7, 9.5, 3.1, -1.8, 76.6, 1.5, 8.1, 0.0, 0.0, 3.5
2023, 2, 8, 7.9, 1.6, -2.8, 78.4, 1.3, 8.7, 0.0, 0.0, 5.1
2023, 2, 9, 11.6, 4.5, -3.8, 62.3, 1.1, 4.3, 0.2, 0.0, 7.6
2023, 2, 10, 8.6, 4.4, 1.2, 89.3, 1.8, 5.0, 2.2, 0.0, 6.3
2023, 2, 11, 8.2, 1.9, -1.9, 89.0, 0.8, 1.1, 0.0, 0.0, 6.3
2023, 2, 12, 7.6, 3.3, -2.6, 81.3, 0.7, 0.3, 0.0, 0.0, 7.1
2023, 2, 13, 11.0, 5.8, 3.7, 77.1, 1.8, 3.8, 0.0, 0.0, 7.5
2023, 2, 14, 5.3, 1.8, -2.1, 67.1, 2.1, 8.9, 0.0, 0.0, 1.6
2023, 2, 15, 6.7, 1.9, -3.1, 70.5, 0.8, 1.4, 0.0, 0.0, 6.4
2023, 2, 16, 7.1, 3.0, -1.7, 74.6, 0.9, 3.7, 0.0, 0.0, 5.4
2023, 2, 17, 6.7, 3.3, -1.6, 70.4, 0.6, 0.1, 0.0, 0.0, 9.1
2023, 2, 18, 9.4, 6.6, 4.4, 68.8, 0.5, 0.0, 0.6, 0.0, 9.5
2023, 2, 19, 6.4, 3.3, -2.1, 76.1, 2.2, 5.7, 1.4, 0.0, 4.5
2023, 2, 20, 6.2, 0.5, -3.2, 60.4, 1.7, 9.8, 0.0, 0.0, 1.9
2023, 2, 21, 3.5, -0.9, -5.2, 57.6, 1.4, 10.2, 0.0, 0.0, 2.5
2023, 2, 22, 7.4, 1.2, -5.1, 68.4, 1.2, 6.9, 0.1, 0.0, 5.6
2023, 2, 23, 9.0, 2.9, -2.3, 78.3, 1.2, 8.5, 0.3, 0.0, 6.3
2023, 2, 24, 9.0, 3.8, 0.0, 67.4, 1.5, 8.5, 0.0, 0.0, 3.4
2023, 2, 25, 4.8, 1.0, -3.3, 56.9, 1.8, 10.0, 0.0, 0.0, 1.1
2023, 2, 26, 7.8, 0.9, -5.6, 60.0, 1.0, 10.2, 0.0, 0.0, 2.3
2023, 2, 27, 11.4, 2.4, -4.9, 68.8, 0.9, 10.2, 0.0, 0.0, 1.0
2023, 2, 28, 14.8, 6.0, -4.0, 70.9, 1.4, 10.2, 0.0, 0.0, 2.6
2023, 3, 1, 10.6, 6.5, 2.0, 73.0, 1.7, 4.6, 0.0, 0.0, 4.9
2023, 3, 2, 6.0, 2.8, -1.8, 45.5, 2.1, 10.2, 0.0, 0.0, 1.1
2023, 3, 3, 11.4, 3.3, -4.6, 62.0, 0.8, 9.7, 0.0, 0.0, 3.0
2023, 3, 4, 14.4, 5.7, -0.7, 68.0, 1.1, 9.0, 0.0, 0.0, 4.4
2023, 3, 5, 16.2, 6.1, -1.0, 59.9, 1.0, 9.8, 0.0, 0.0, 2.5
2023, 3, 6, 17.0, 8.3, -0.6, 56.8, 1.0, 10.0, 0.0, 0.0, 2.0
2023, 3, 7, 21.6, 13.8, 5.3, 48.9, 2.4, 9.3, 0.0, 0.0, 2.1
2023, 3, 8, 21.1, 14.9, 8.3, 52.9, 2.9, 9.5, 0.0, 0.0, 5.1
2023, 3, 9, 17.6, 11.4, 6.2, 81.4, 2.7, 6.7, 0.0, 0.0, 6.9
2023, 3, 10, 23.8, 13.7, 3.7, 59.6, 1.3, 9.5, 0.0, 0.0, 4.1
2023, 3, 11, 24.9, 16.3, 9.3, 41.3, 1.7, 8.0, 0.0, 0.0, 5.6
2023, 3, 12, 10.6, 6.6, 2.7, 74.0, 2.6, 0.6, 8.7, 0.0, 7.8
2023, 3, 13, 8.3, 4.0, -0.9, 46.3, 1.6, 10.1, 0.0, 0.0, 2.5
2023, 3, 14, 18.3, 10.1, 1.1, 44.9, 2.8, 10.2, 0.0, 0.0, 2.3
2023, 3, 15, 21.0, 11.9, 6.1, 64.4, 3.3, 6.8, 0.0, 0.0, 5.0
2023, 3, 16, 12.3, 6.2, 0.9, 43.0, 2.1, 6.9, 0.0, 0.0, 5.9
2023, 3, 17, 11.2, 7.2, 3.3, 50.9, 1.5, 0.0, 0.0, 0.0, 9.1
2023, 3, 18, 11.8, 7.4, 3.3, 60.5, 2.4, 7.5, 0.0, 0.0, 4.3
2023, 3, 19, 14.4, 6.8, 0.9, 70.3, 1.2, 10.2, 0.0, 0.0, 3.0
2023, 3, 20, 16.9, 7.3, -0.1, 66.5, 1.1, 8.6, 0.0, 0.0, 4.8
2023, 3, 21, 22.3, 11.5, 4.2, 49.8, 1.3, 10.2, 0.0, 0.0, 3.8
2023, 3, 22, 24.1, 13.2, 5.5, 61.0, 0.9, 6.1, 1.0, 0.0, 6.8
2023, 3, 23, 13.9, 10.5, 8.1, 84.4, 2.2, 0.4, 10.1, 0.0, 8.9
2023, 3, 24, 13.2, 8.5, 6.1, 66.4, 2.3, 6.5, 0.0, 0.0, 8.0
2023, 3, 25, 13.9, 9.0, 4.5, 72.9, 1.3, 2.4, 0.0, 0.0, 7.8
2023, 3, 26, 13.0, 8.1, 4.0, 61.1, 2.1, 10.1, 0.0, 0.0, 3.9
2023, 3, 27, 13.0, 6.1, -0.3, 57.5, 1.2, 10.3, 0.0, 0.0, 1.9
2023, 3, 28, 15.8, 7.8, 1.3, 61.3, 0.9, 6.1, 0.0, 0.0, 2.5
2023, 3, 29, 20.5, 9.0, 1.0, 70.9, 1.2, 10.2, 0.0, 0.0, 2.1
2023, 3, 30, 21.0, 11.4, 2.0, 53.5, 1.4, 8.5, 0.0, 0.0, 6.3
2023, 3, 31, 21.3, 11.5, 3.2, 49.1, 1.6, 10.3, 0.0, 0.0, 1.8
2023, 4, 1, 24.6, 13.5, 4.5, 47.8, 1.2, 10.4, 0.0, 0.0, 2.4
2023, 4, 2, 25.4, 16.0, 5.7, 41.1, 1.6, 10.6, 0.0, 0.0, 0.5
2023, 4, 3, 25.7, 15.5, 5.7, 42.3, 1.6, 10.3, 0.0, 0.0, 4.0
2023, 4, 4, 22.2, 15.9, 10.1, 63.6, 2.7, 2.0, 13.3, 0.0, 9.4
2023, 4, 5, 17.5, 13.9, 9.6, 86.6, 4.1, 0.0, 19.2, 0.0, 9.8
2023, 4, 6, 11.2, 9.5, 7.3, 90.8, 1.8, 0.0, 6.0, 0.0, 9.5
2023, 4, 7, 0.0, 0.0, 0.0, 78.5, 1.7, 0.9, 0.0, 0.0, 4.9
2023, 4, 8, 14.3, 8.2, 1.4, 67.1, 1.7, 10.5, 0.0, 0.0, 0.6
2023, 4, 9, 17.4, 9.8, 3.5, 55.3, 1.6, 10.9, 0.0, 0.0, 0.6
2023, 4, 10, 21.1, 13.7, 4.4, 48.3, 2.6, 10.4, 0.0, 0.0, 2.1
2023, 4, 11, 21.5, 14.9, 10.1, 75.9, 3.6, 2.0, 0.5, 0.0, 7.3
2023, 4, 12, 15.9, 10.1, 4.7, 44.1, 1.5, 10.8, 0.0, 0.0, 1.0
2023, 4, 13, 20.0, 11.9, 3.7, 43.6, 1.2, 10.3, 0.0, 0.0, 1.1
2023, 4, 14, 19.1, 13.3, 5.2, 66.9, 1.1, 0.0, 1.0, 0.0, 7.9
2023, 4, 15, 16.8, 12.0, 7.2, 89.1, 1.4, 3.2, 5.4, 0.0, 7.0
2023, 4, 16, 15.8, 10.8, 6.2, 80.8, 1.7, 8.4, 0.0, 0.0, 4.9
2023, 4, 17, 21.4, 14.1, 5.3, 58.4, 1.3, 10.3, 0.0, 0.0, 3.8
2023, 4, 18, 20.0, 17.1, 14.9, 82.6, 2.5, 0.0, 0.6, 0.0, 8.8
2023, 4, 19, 25.0, 18.4, 14.0, 82.9, 1.6, 1.7, 0.0, 0.0, 5.9
2023, 4, 20, 23.8, 16.6, 13.2, 86.4, 1.6, 10.4, 0.0, 0.0, 3.9
2023, 4, 21, 19.8, 15.4, 12.8, 70.6, 2.3, 8.4, 0.2, 0.0, 4.6
2023, 4, 22, 22.6, 16.1, 11.9, 46.8, 1.6, 8.3, 0.0, 0.0, 6.6
2023, 4, 23, 20.8, 14.9, 11.5, 51.1, 1.4, 0.2, 0.0, 0.0, 8.8
2023, 4, 24, 18.7, 14.4, 11.1, 55.6, 1.4, 2.9, 0.0, 0.0, 8.8
2023, 4, 25, 12.8, 10.5, 6.8, 76.9, 1.4, 0.0, 0.5, 0.0, 8.4
2023, 4, 26, 12.7, 8.7, 4.9, 77.1, 1.9, 5.6, 0.0, 0.0, 5.9
2023, 4, 27, 18.8, 10.4, 2.4, 72.6, 1.4, 11.6, 0.0, 0.0, 0.9
2023, 4, 28, 22.6, 16.1, 5.4, 65.8, 1.9, 6.3, 0.0, 0.0, 5.0
2023, 4, 29, 18.7, 14.2, 10.3, 86.0, 2.4, 0.0, 1.9, 0.0, 9.0
2023, 4, 30, 20.5, 13.8, 6.5, 62.0, 1.8, 12.0, 0.0, 0.0, 1.6
2023, 5, 1, 21.8, 14.4, 7.6, 63.4, 1.3, 12.4, 0.0, 0.0, 1.8
2023, 5, 2, 25.5, 17.2, 9.1, 53.5, 1.3, 9.7, 0.0, 0.0, 5.9
2023, 5, 3, 23.9, 18.5, 11.7, 61.3, 2.3, 4.2, 0.0, 0.0, 8.9
2023, 5, 4, 22.9, 19.5, 17.3, 72.1, 3.9, 1.7, 7.7, 0.0, 9.4
2023, 5, 5, 21.4, 20.1, 18.3, 95.5, 2.4, 0.0, 131.8, 0.0, 9.5
2023, 5, 6, 20.5, 16.2, 14.0, 94.0, 2.8, 0.0, 5.3, 0.0, 8.8
2023, 5, 7, 16.0, 12.5, 8.5, 81.5, 2.3, 0.5, 5.0, 0.0, 7.1
2023, 5, 8, 20.4, 13.0, 6.3, 68.6, 1.3, 12.0, 0.0, 0.0, 4.6
2023, 5, 9, 21.1, 14.4, 6.9, 64.9, 1.1, 12.4, 0.0, 0.0, 1.0
2023, 5, 10, 23.7, 16.5, 9.8, 63.6, 1.3, 11.7, 0.0, 0.0, 4.1
2023, 5, 11, 24.8, 16.7, 9.8, 63.0, 1.2, 12.2, 0.0, 0.0, 2.9
2023, 5, 12, 23.7, 17.4, 11.4, 67.1, 1.1, 2.6, 0.0, 0.0, 9.1
2023, 5, 13, 21.2, 16.7, 12.9, 73.9, 1.7, 12.4, 0.0, 0.0, 2.8
2023, 5, 14, 24.3, 17.1, 10.7, 67.6, 1.1, 12.6, 0.0, 0.0, 1.3
2023, 5, 15, 28.4, 19.9, 11.6, 63.0, 1.5, 11.0, 0.0, 0.0, 4.0
2023, 5, 16, 31.9, 24.2, 16.2, 48.0, 2.0, 12.2, 0.0, 0.0, 1.6
2023, 5, 17, 30.4, 23.7, 17.9, 59.9, 2.4, 11.6, 0.0, 0.0, 5.1
2023, 5, 18, 20.4, 18.7, 17.0, 85.0, 1.8, 0.0, 1.5, 0.0, 9.3
2023, 5, 19, 26.9, 20.4, 14.8, 72.5, 1.6, 8.2, 0.0, 0.0, 2.8
2023, 5, 20, 25.7, 19.4, 15.7, 78.9, 1.9, 9.9, 0.0, 0.0, 4.9
2023, 5, 21, 21.4, 17.1, 14.6, 80.6, 1.8, 5.8, 0.0, 0.0, 6.8
2023, 5, 22, 21.1, 16.4, 13.1, 81.4, 1.3, 4.4, 0.6, 0.0, 5.4
2023, 5, 23, 24.8, 17.5, 12.0, 69.8, 1.6, 12.5, 0.0, 0.0, 0.4
2023, 5, 24, 25.1, 18.5, 13.1, 70.4, 1.0, 4.0, 0.0, 0.0, 7.6
2023, 5, 25, 26.8, 20.4, 15.4, 57.3, 1.5, 7.7, 0.0, 0.0, 6.6
2023, 5, 26, 26.2, 20.9, 15.9, 66.4, 1.0, 4.7, 0.0, 0.0, 8.5
2023, 5, 27, 27.0, 23.0, 20.5, 70.4, 2.3, 0.6, 0.3, 0.0, 9.1
2023, 5, 28, 24.1, 21.9, 19.5, 89.9, 1.9, 0.0, 22.3, 0.0, 9.6
2023, 5, 29, 22.3, 20.2, 19.0, 96.5, 1.2, 0.0, 61.7, 0.0, 9.0
2023, 5, 30, 28.0, 22.5, 19.8, 85.5, 1.5, 4.1, 0.5, 0.0, 6.8
2023, 5, 31, 28.5, 22.4, 19.4, 77.0, 1.6, 8.8, 0.0, 0.0, 5.1
2023, 6, 1, 24.9, 21.1, 18.3, 80.6, 1.2, 1.2, 0.1, 0.0, 8.4
2023, 6, 2, 23.5, 20.0, 17.6, 83.3, 2.1, 4.5, 0.0, 0.0, 7.0
2023, 6, 3, 26.8, 20.2, 15.3, 71.1, 1.5, 11.2, 0.0, 0.0, 3.0
2023, 6, 4, 26.8, 20.9, 15.4, 68.3, 1.3, 11.2, 0.0, 0.0, 5.5
2023, 6, 5, 24.7, 20.3, 17.3, 70.6, 1.2, 3.6, 0.0, 0.0, 7.8
2023, 6, 6, 25.8, 19.8, 16.5, 76.1, 1.5, 10.3, 0.0, 0.0, 2.8
2023, 6, 7, 26.6, 21.4, 16.2, 77.5, 1.4, 8.3, 0.0, 0.0, 7.6
2023, 6, 8, 28.4, 21.5, 18.1, 75.4, 1.9, 5.9, 0.0, 0.0, 6.8
2023, 6, 9, 30.0, 24.2, 19.5, 60.3, 1.8, 10.4, 0.0, 0.0, 4.6
2023, 6, 10, 31.0, 23.4, 19.1, 67.9, 2.3, 5.5, 0.9, 0.0, 6.8
2023, 6, 11, 27.0, 22.3, 18.6, 79.3, 1.7, 10.1, 0.0, 0.0, 3.9
2023, 6, 12, 27.2, 21.8, 17.9, 78.9, 1.6, 8.5, 0.0, 0.0, 3.9
2023, 6, 13, 26.6, 21.3, 17.7, 75.9, 1.6, 12.6, 0.0, 0.0, 3.4
2023, 6, 14, 26.2, 21.1, 17.4, 77.0, 1.4, 11.1, 0.0, 0.0, 3.0
2023, 6, 15, 26.6, 21.1, 16.0, 75.8, 1.5, 12.6, 0.0, 0.0, 1.0
2023, 6, 16, 28.0, 22.4, 17.1, 74.0, 1.4, 11.9, 0.0, 0.0, 2.4
2023, 6, 17, 29.5, 22.7, 17.7, 72.4, 1.3, 8.4, 0.0, 0.0, 6.9
2023, 6, 18, 27.9, 22.8, 19.3, 70.4, 1.7, 10.7, 0.0, 0.0, 3.9
2023, 6, 19, 32.9, 24.2, 18.2, 69.4, 1.6, 9.7, 0.0, 0.0, 5.5
2023, 6, 20, 28.5, 23.6, 20.0, 75.5, 1.3, 2.8, 2.4, 0.0, 7.9
2023, 6, 21, 23.4, 21.8, 20.2, 89.6, 1.9, 0.2, 0.0, 0.0, 8.1
2023, 6, 22, 25.9, 22.4, 19.5, 78.8, 2.1, 7.7, 0.0, 0.0, 5.1
2023, 6, 23, 29.4, 23.6, 18.8, 79.4, 1.3, 9.3, 0.0, 0.0, 5.8
2023, 6, 24, 31.1, 24.9, 20.8, 74.3, 1.5, 9.0, 0.0, 0.0, 7.1
2023, 6, 25, 31.0, 24.4, 20.5, 75.1, 1.9, 3.7, 3.7, 0.0, 8.6
